id,name,climb_category,climb_category_desc,avg_grade,start_lat,start_lng,end_lat,end_lng,elev_difference,distance,points
25139497,Strahorn up,0,NC,1.2,47.751796,-116.772361,47.758678,-116.765459,11.0,896.0,uombHhbvgUeAcAoHyFyGsE{JgH_@[_AgAiBeDq@mBq@gCIOMOMK
5448563,4th street hill,0,NC,4.1,47.745273,-116.776037,47.748951,-116.773159,24.0,584.8,}flbHfyvgUOO[QKA}@A]FuC`A}Ad@W?SEq@YSMuAgAgAaAW_@Um@Kg@CaA@u@HgA@}@Ec@Qy@
7676417,Stratford climb from beach to Hayden Ave.,0,NC,1.2,47.751867,-116.770748,47.758744,-116.765496,10.6,909.3,cpmbHdxugUY?g@HgCHaC@[EiAu@_B{@}AsA{DsCeCcBiBuAy@s@KUw@}@y@{Ag@{Ac@_Be@}AYW
2120499,Hayden Lake Counter Clock Strahorn/Honeysuckle Stop,0,NC,-0.0,47.751743607223034,-116.770687289536,47.75210117921233,-116.77210869267583,102.2,37881.7,kombHxwugU|@UjEoBZWVa@j@oCj@sBRiAHu@ByCJgBVeBf@}BNgCNiA`@yBDu@@s@?u@GkAKkAcAoEwAiIIsABiDC_BWmEO_BmAyIYiCIeAQoE_@eEm@iIOuA[wBMkAc@wH@WJm@Rg@d@u@XeAVcBP}BLgANiANm@Te@~@}AlAqCn@gAXk@t@uBpA_EF[?_@C]G[MSOOQGSA{@?e@Ce@K_@Wy@cAYi@_@iAWiAa@aCQo@e@sAUe@MKOCOAoAVeAL_@?WCSGSKo@g@y@_AUS[_@g@{@Qg@S_AEaACsAKqAUcBScA]sAm@cBcAgDk@wAWc@uBwBW]_@s@Mg@My@M}AOyCMkAK{@o@qCEe@?UPaAl@yBJW\a@^Wd@Mn@EzBAxBMn@@fABf@Hd@Nt@ZrA|@x@\ZVd@Xt@l@FHVn@VvANPTDH?RGRKr@k@^c@Vm@v@uAXq@Di@?QIo@Mg@[i@s@{A[wACi@BqAImBDo@HSRa@n@u@Xo@PUTQTKZGd@QLMv@cA`@c@NGR?z@Nd@DZCLGHMVw@LUh@e@NKT_@FUBW@m@WiAEY@[h@qCB]?YE[i@mBKs@Cg@LqACYa@kBSmB]iAYoACc@@a@Ng@T]`@Ot@Tr@JnAIR@`AVV@fAMXCXBXHbAr@VFVAn@SXOlAa@xCmAhAk@j@e@~@}@PUNYJ[DWWcAMYQQQKUEY?WB}Bt@WHY@WCWKQSKUAYFq@FUh@w@JUHYJo@@m@ESIUKSMMo@EYDw@@q@WOS[mAG_@[o@u@w@cDcEcC_Ca@k@IWEYAYBqADu@Jo@lAsFj@{ATeADa@AQGc@GMIIICK@SHqAvAq@`@e@^q@t@SPOFOBSAo@EQESOG]Bu@d@gDBsAFk@d@oBJq@HkAHcDBYNs@xAaGRq@b@gAbAqBNQtAiAZ_@Pe@Rw@Fu@GUWg@k@u@GOAQFyA@_DFqCLs@h@_BNk@DSCUUw@KM[MOFq@n@q@d@YNeBh@QBU?SEQKMOKSw@qCA]B_@J{@H}@?c@I}@K]OSg@UOQIUC[@]F[l@oBP_ABaAAa@I]OSa@_@MQKUEYQsAEWKSe@{@CGBC?NMVaA`BaAvAuAnCU\e@d@INGPKrAGj@Sx@Wn@eA`Au@z@o@TWNw@lAKDK@MEKKWa@IUCWA[DiDC[G]KYMUcAwAk@kAYw@a@uBKYMWQSSISGwAISCUIQOOWKYI_@EaA@a@B_@P}@nA_Dn@}@JWDYBYCUCSSg@U]WUKEQQ[La@b@WLa@Zo@P{@`@YBk@UQQMUUs@K{@?wAC[IWOQSGSEk@BWEWIi@e@e@k@W{@MiAMa@O_@g@y@cBwAkAy@sAwAUMWGUDURa@t@]t@Wv@Oz@A^D^JZLV^h@jAlAJPHTJbA?tDLdDCZKt@[bAk@|AeAtEQ`@YXGBYB}@Ec@Ia@CwA[qASo@AoAJ[EQKMQu@kBe@y@w@_AUMuCeA_@C_@DmAZc@Fe@Ga@SoBwB_@i@KWYu@G[E]@_AD]Ry@l@gAtAgBd@a@z@i@NONUJ[D]@[Eu@KeAo@_AmAoAaAiAc@Wy@Ye@UqCyBsAy@uAq@WSSYc@}@YgAWsBKgE_@mBGe@GoBG_@Ym@MQu@]c@Iu@BO@MF}@vAITAT@|AIv@IRYZ]ViA`@iB\WPW^KTs@zCQd@MRIFSJa@FcAHw@JUHSNw@`AYXI@IAQUIOK_@?c@F]LYr@aBb@e@l@i@NSHYF}@G}BDa@ZmAFm@@cBEuCTuCPoA`AqBZ}@F[Hy@A_AGe@c@_BQ_@YoAIgBAwDE[Oe@KUW[u@e@q@Si@KM?_@?q@HiBf@eA`@s@Ps@JWAWIm@c@WMWGU?k@RUBSEOQ_@i@SMSCo@@YEWKWOUUeAwBSSWIWCY?u@Fm@NQNMVGZA`@ExC[fDGxAKvAId@K`@O\UXeBnAu@`@w@T]B]A[Cu@O{GeBSCS?QDQFQNYf@Uj@c@zBQj@_@j@a@`@qA|@]LkANULo@r@[TOH[FYJMRCJDLp@v@N`@FRBp@IfAET[`AYb@e@Zw@X[Ry@|@IPCPFJFDv@?\FZNr@b@V^Zp@p@vBd@p@p@z@^x@Tz@XxABVAn@CTUb@[`@_@ZOL]Pm@Ja@Le@b@IBILDNt@~Ad@vAd@tDB`@?d@Kn@OTIBSD]?UAWBIBi@b@aAnAo@lAm@x@OZK\IvAOhAOZSRYL[@kAGS@UDcAd@WFW@mACu@DYFq@ZYDU?WISOQU]w@OgA[_EUkBK]QUUKm@Mq@IU@WFWHmA`AQLQFa@HaBDy@N]@MAk@SyAq@u@_@}AcA[OMEMAO@MHMLIRERAR@PL`@Xh@b@f@lBlAXVPXFTDXIp@ELu@rAG`@ANB`@NpBBtAEbAGv@Yl@SLQFc@HUCWMUUa@u@USq@KY?YD[?WAYGk@_@g@q@e@i@g@]y@c@UGSAUFe@\SDQ?_@KKIUk@KUMKSGW?[GYKUUOYI]OYs@w@OUqA}Co@cBMSQMQIe@IS?SDQL_@d@]`A?XFTl@tARp@DZ@zAD\t@~B^~BTl@dAvALRLn@BXBv@Mf@IFE@y@Y_@CgBBeBMU?c@RaAhA[Ng@FSHg@d@ABNJz@d@x@f@`@Pp@f@NTJX@NAd@[`CSh@u@r@i@N}AN_@JiBv@_@Fa@KYWeAsAUK]?_@DKFk@dAKLYR]HM@o@Ce@Ge@Ow@g@k@WmBu@i@e@}@cAcA{@{AsBc@MUEQ@g@FORKTIxAKz@Mv@KTUl@KRs@t@s@xASJQBOEMGMQ[o@G[MWOMUEQBe@X[\s@bAm@n@a@T]HQAOGQO]i@u@uAOSOOQISEWBUDuAr@e@P}@NSHQPOVMZGd@C^AbPFx@HTLRPJd@NPJ`@j@Tx@b@rDVhAZ|@tB|DLf@Hj@?VGj@Mh@[n@SZk@d@w@x@Y`@Wj@Mr@SrBaAvCIv@BZHTLRRNPINSPi@^i@d@YJEXGdBEv@Mh@MNGrAMP?RHJPHj@?^E^@f@Bd@DP\b@l@l@h@v@R^Tt@H|@KtCIhAMr@Sz@m@nB[zAO`AEd@?b@@`@R|@f@jALTj@l@x@r@b@PzAB`AJf@?h@In@[Z[Te@d@sCxAcEv@cBj@q@XUnBeAb@a@bBqBd@[NGl@Kd@Ep@KZCp@U\OfA_AdBw@r@a@nAi@v@i@nA[LAXNVT^n@pAnETd@jAdDrA~DTj@l@pADX@\AxC@~P@xA?vE@n@CdBAvH@fZAhJBnBEfBCrBDvB?bK@vKArJ@bXHfLEdH?tNCvG@`AC~EBdBAjDCr@Bp@D\FJNJr@Lr@?|@El@Dr@LbFrAz@FxBBxDEfDD|EBx]IpU@dABjECtKB|OCvIDdABrNBhA?zBIdADj@Nd@^NRxB~CZn@Hf@TvBD~@Aj@[zB?j@Ff@Vv@b@j@rAjAnAlB\b@b@b@|@n@d@f@^n@t@pB^r@rArBt@v@zBvAzAlAf@f@jAdBn@lAtA~CJb@l@tCb@tAfA|BnAnC^n@f@h@`At@|BnAtFnBrDhAjGdBv@Vb@R~BtAb@TzD`AbCv@b@V`Av@l@p@Zd@Tn@Jv@Dx@@z@C`O?VBVHRd@p@Tf@pAbEd@hA\l@|@rAdAdA~JnHbR|M
25222129,Snob pop,0,NC,0.2,47.742181,-116.765212,47.7423,-116.765271,135.6,5618.6,sskbHrutgUmCAyBF}@C}AO[Go@g@GAe@kAIi@EiACsDEk@GY[{@{BcCu@aAgA{B[{@Y_AqAyD]gBMkAAmAD{ALgBHu@Hk@Ro@r@uARi@XeAZgB@kASeB]q@_@eAKa@Gi@CoA?aEO}AGWc@_AeAsAq@eAKSOi@Gk@AsAHwDLuC?_AHwANYR@FZIx@Cf@?b@Dt@x@fFRn@\d@|A`AXXNb@\dBT^VPVF\CXQ^i@j@kCl@qD|AwET_ADc@DcBEuCQi@OSUKKCa@@ULQTGLg@fB_@hBUh@]^WNy@XU\Mh@Ap@DXRj@b@~@^jALVb@b@d@TLJFN@RCTWbA[h@e@VU@SCSKQSMWS}@Y{@QUSQm@[UQg@m@K]SaAa@mCIeAF_DAMGIO?OTOfAKhCShH@nAHt@HXTh@~@vAl@p@b@n@JZNpA?bGFx@P|@t@lBHZJ|@?`@E^]bBY`AWnAc@~@Mb@ShASpBIpB?lAFlAZhBb@|A~@nCbAhCbAfBxCdDPTLXPx@@^@jE@`@N~@LZ^p@PPVLr@NtANZBvAExDA
7676443,Stratford down to left turn,0,NC,-1.2,47.758666,-116.765608,47.753547,-116.770919,8.4,712.0,sznbH`xtgUZd@JZPbArApDj@fAnA`BnA`Ax@f@bJ~GnBnApBxAZPHA
3743703,Hayden Lake CW loop via Strahorn and Lancaster,0,NC,0.0,47.769812,-116.765014,47.769176,-116.765028,114.8,37911.4,i`qbHjttgUyHGsKE[IuBCcC@g@NaHBgP@i@[i@Bk@?i@Dk@R}G?{DCw@GsA_Bk@y@y@u@iCiDi@_AuBqEm@cAi@o@wC{BcBaAmAeAq@e@m@YWe@E{@?_AI}@?sDEqM?oULqr@Gqu@Nw@?w@?{@O_AA{y@FcAGgA?oeALm@?qD?o@Mu@EiWm@}CeBQmAA{MGcT?_@G]FeM?MFuA@[F}@Oi@AuQA{A@{A_@qIgVaAeAiAJ}@b@gCrAeAd@iAp@eA~@iAd@_DPoA|@eApA_DjBeAtAiBzEsAnFiAt@sAFsAQyAMkAs@u@cAm@kBAyB\kBhAwETsBFqBMqBg@{A{@kA{@w@IyAD{Am@{@cAB_D\mA@kAViBnBa@e@?iAv@sBT}@?aALaAXs@tBuBd@]b@k@X{@AaAW}@cAkBaAuBWkAQkAMiAQeAYcAg@e@k@Sg@a@GcADkJA}CBmAL{@`@Yb@Kb@A\_@j@Qb@Wb@Mb@Dt@|@V^Vl@`@d@j@Td@@b@I^[zA_Cf@e@p@?`@j@P~@Xf@`@Td@Op@cB^e@`@Y`@_@Vu@Lw@F}@BcAHaAj@GfAZl@vAdBvAf@v@VVd@Th@JzCdBRPXJv@L^@b@Gh@W`@q@\w@h@a@l@Vf@x@n@p@v@NpBq@r@QjBGl@Wb@g@^{@TcALoA[qAq@c@qBy@g@m@Ls@l@Kt@Wn@}@r@U~@FbA?`AG|@Vv@E`@eAk@cBi@_Aa@_As@kDe@mAUkDc@cAWcABsAh@y@p@Or@Rd@t@Z|@`@x@t@lBdAdAj@xAd@V`@CVMRCPPL^F`@T`@VX^@^MZS\E\J~@`@^R^XrAvA\P\Dx@IPGL?f@z@^\~@\XDXAVIROLa@Fg@AqABuCAw@FgAfAcCCmA_@{@{@k@q@_@i@u@e@eARkAt@L|CdBfBv@z@LpBU`A@v@SlBuAt@Ip@Hh@N`@`@Vl@R~AZxD`@lBR`@TTZL^CZGv@[r@M^?r@HTAVIfAg@VIV?f@LN@l@G\O\a@VcAXiCZw@j@q@r@eAj@eA|@_@|@?v@SXkAC_Ba@_Eu@oDVaAl@Iv@a@l@y@b@}@?iAWmA]gAc@u@k@q@e@y@{@mCe@_A}@q@s@Mu@@Wi@f@u@t@u@|BoBh@kA@wAg@iAi@m@\i@v@Qx@k@l@_A`AAbA]~@m@t@s@f@aB^kBr@kAz@Y|@Rt@J~@^t@NvBh@r@Ht@IhAo@`BqAR[VSN[P{@Bi@?c@Hg@LiBP_B?[H_BAw@DYH[NUfAYPAf@?TBTJd@f@bA|AZXHDlBRfAv@VLT@NCLGRERBRHRNj@f@RLd@B`AY\AdAa@`Bw@f@G|@BbARVH^P`@`@Xl@J`AFdDJtAZnAb@nAZxACfBa@`Bk@pAg@~AQhBGjBFdBAhB[bBKjB@dBi@jA{@z@o@lAa@nAH`Bl@b@n@a@r@s@v@U`AQbA[v@}@|@uDx@o@`AWrCe@bAq@h@yAJwAReAbA]h@TxAvAA`Bd@|C?t@LrDLrAPdAZd@\\r@l@tDbCrAbAx@d@v@^ZX`CbCZh@Zp@Rl@Rz@E~@i@d@w@f@_@\_@d@y@rAm@hAOl@OjAHjAXv@z@vAz@bA|@x@ZHb@?|Ac@\EbAXpBt@l@\f@n@^l@v@vBr@\z@@~@Kx@T`Er@|@D`A]h@gAZwA^yA~@{DD_BGsB?wEW}Aq@{@m@cAQqADyA\kAd@eAp@[l@^`@d@~@p@hAr@xAxAT^b@`ATxBRf@r@t@h@b@v@J?HVNXXFh@@r@Lp@Fn@\~A^X\P^J`@C`@O~@SrAcAd@EX@XHRp@Gn@Qp@q@tAo@zAQp@It@@t@Jz@Tn@d@d@h@HnAD^PLTXbBj@b@Tt@Xr@t@xAn@`APh@Dr@ApC@t@Fh@T`@`@VXDXi@f@q@jAk@jAkAj@_@^o@T_BJoAX}@r@i@h@}@l@s@xAwB`@{@XQx@v@JjA\r@v@r@BnBMhA{@jD@`@|@x@R~@Dt@W`DBj@`AvD^Z`@G\Od@Ml@HtA_Af@Sj@^PhAm@dCMjAGdC@~@GpBAz@Vv@^h@LdAEvAi@`A{BtC_AdBm@lBiAfEQ~@OfEIdAe@rBMx@M`C_@`CI~@R`Ar@Nl@Dl@]l@m@tByAx@o@p@]Zh@OzAwCbOAhA\dAfClChEfGZh@J`A@v@Tl@bBh@fB\b@N^d@El@qApBO`@@r@\`@`@B\EvBm@XETTVHVPPNFXGl@Md@MViAtAw@`@s@TcBr@YFkAh@WFUNWCUBUCOKg@W]I_@A]B[J[B]Gu@WYAs@Ds@?y@GWGY?YDWPQZI`@Bt@LfAXbAp@rDZtAI`BN`B^fBD`BYhBFhBLvAo@dAs@|@]pAuA@oAC{BvBiAh@uBpCUbBJfBE|ADpAZ~@f@`Ah@z@LbAW|Ag@jAm@bAu@v@q@l@_AMYgAa@{@{@s@gCgBiAs@kAk@iAOaAA}@BeFRs@Ho@Zi@x@}@dDEv@p@lDJv@XpC`@jFVjAh@~@zCbDh@~@\~@dBtGT~@LbAHdALlEVnA`@bAtApBn@j@r@Zv@Lv@A|BY|@Vf@jAb@rAn@dDZjAb@`Af@x@p@b@n@RfBFt@`@XxAWtAW`AYz@y@tBuAdD]r@cDxFUdAK`AQrCMpA[|@w@nBGlAVdFTjCh@dE^|E\hCJdAb@|Kh@xEJpAN~@`@pEVtEBnA@vCDfA`BbKz@|EHlA@lAGpAg@rCe@zEw@rEKnAGvA?hAIhAwAtGc@bAiClAcCrAMDmBTgGVk@s@i@Yc@[gAeAaDsByDmCmB_Bm@Se@a@kA{A]w@u@yB_@{@o@{BYi@UKYIc@DuA?{AGkCCkMWq@Es@@cV]yKK
24122502,Duffer's sprint,0,NC,0.4,47.703765,-116.81269,47.70271,-116.822803,7.1,825.7,ocdbHh~}gUb@RfAn@`Ax@JHN^Fd@BtWDhICdLApA?pCCn@
9344952,Kroc Sprint North - dugout to 15 mph sign,0,NC,1.0,47.706384,-116.811524,47.711103,-116.810533,7.2,531.2,{sdbH`w}gU_Ei@}Be@uCa@eGiAw@I}C?
15488747,Fairway Drive hillclimb,0,NC,1.6,47.703025,-116.823989,47.708707,-116.823785,12.0,694.0,{~cbH|d`hUsCA{CH_@F]PKJ_AlAYZ[P_@J{BDkCCkAHoA?]Ei@QKEu@u@]eASoA
26038957,Skyway Islands Sprint,0,NC,0.2,47.731833,-116.817352,47.734771,-116.816548,0.8,345.0,}ribHn{~gUi@m@eAw@cB{@s@SqAQw@CY?u@Ds@Nu@R
7604181,Post Falls and back,0,NC,0.0,47.70102,-116.81734,47.701029,-116.81738,28.2,12021.4,krcbHj{~gU[xAs@lF?|@OxCyEfj@_@zCq@fIUjD_@nEg@pF]~BGpBIbBi@dCWxAq@`I_BtM[tAOtAA~@YfCu@xFOpB_@lCs@jGYpAQfCo@xFYzBQ`AOdBk@|EUxA}AzNq@hE}@tPWlHE`EKnCBjDFnCVlA`AdCz@jDf@`AXX^z@BfAAzAI`A?zAOtAWv@Sz@sAhD}@rCYpAIlCCvEQvAK`COtFE`G?lCKnE@b@MpA?l@JnC@pEGpFIzQ@fDHvJOlKGlBOrMW|EUdCi@dDg@hBe@fCAv@BAEOHo@^}BPg@Z{Ab@oCTcCVuFFcF?qBTeJDaFKwJAsEByMFmH@iGM}CJaALeFHiMJoERgDLaAFeJVqA^oAv@_Cz@wBj@oBR_B?iBJaB@iAScBaAgAc@uAk@aCy@oBU{@KwBGmFL}CRwH~@aSFaA`@gC`@uC|@kJj@}Dh@gFp@eFv@wHFgA`@uB~AgNv@iG\}CBkAV_BLi@h@aEhAwJXeDPgBp@{CLaADgBP_C^mCt@gIb@_GVsCJuB`@}C|Ewj@P}DJcB^aCPkBJS
8121452,Ramsey Park,0,NC,-1.3,47.71438,-116.811625,47.704456,-116.812126,14.3,1127.4,{efbHtw}gU\WzAw@z@[xC{@~AW`BOrCGbB@zBNzE~@pJ`BxEn@dARpBf@f@Pr@H
12017048,Atlas Uphill,0,NC,2.4,47.702451,-116.827997,47.706985,-116.82947,12.8,538.8,i{cbH~}`hUAHCBQAUD[EUKs@BMM}ADo@Ha@Lk@\_Az@kBnBe@\e@Tg@Ji@DaE@
15846110,Vista Loop CCW,0,NC,-0.0,47.705088,-116.813203,47.705021,-116.813277,7.3,1023.0,wkdbHpa~gUFhAFVDn@Dr@?rAIpAQ~@O`@UVMDMA[MiAm@]Ic@?o@Vm@b@oAtA_@t@Ih@?p@Jj@JPZ\l@^bA^r@RR@PCPINMfA_BXk@Ps@D[PsBD]d@qBL_A?iACcAUaD
29044897,Downhill-n-duffer,0,NC,-1.2,47.708599,-116.824437,47.702653,-116.814857,18.8,1351.1,uaebHvg`hUh@t@RRZNZH\D`@AjDBjDAh@Eh@Md@]bAgAb@]d@Q~@Ij@?jCIz@@b@GV_@FWHaBLkABoA?qSEuT?cD
10453132,Loffs Bay Road Climb,2,3,3.9,47.557709,-116.828164,47.587857,-116.832995,184.0,4774.7,srgaH`_ahUS{@K_Ai@oGSkB[cAm@o@}@g@gAe@u@QeAG_ABo@Vq@h@gAp@u@\y@ReAHc@SuAyAq@Ki@LcC~AyAlA_B~Am@Xo@EWa@IwAs@oBKw@?uAKiDIaAUa@a@CoBr@w@Z{CtAeA`@m@Vi@PaBRG?u@KcCs@{@g@i@Qq@FURq@rAY^k@F_BeA}B_@g@F[d@MpBK\]b@G@o@C_ASy@Iy@BuAJgA?{AUc@@a@R_Ax@{AfAcA~@Wz@@xAOrAa@lBWx@A|@Th@h@x@N`ASrBDz@PxA@f@Cj@HfBObBSt@Ih@IfBW~ACl@?|AYn@]OOUcAaCyA{EOSe@_@]Si@CU^i@vBYf@i@ToAs@m@EYFwAr@q@Bg@MkAs@}@cAu@cAWWy@QoBTyE[s@k@Yi@k@]m@DmAb@[Ne@`AMf@m@~@g@`Ao@bBW^o@NYKyBgB
15932824,Huetter Hill south,0,NC,0.6,47.802278,-116.852425,47.794038,-116.850927,9.0,939.7,ekwbHtvehUz@Uj@[~CgCbAm@`@O|Aa@f@CvBA`B?^ApH?pACfD?dAClBB`DE
7845604,RATLACw Golf Cart Sprint ,0,NC,-3.1,47.768235,-116.755519,47.762388,-116.759388,28.0,728.5,mvpbH~xrgUzB~Eb@p@bA`At@h@tAx@z@b@|@XrCt@fCx@dFxAnCx@TJ
8439010,29 to Hayden Viewpoint,0,NC,-7.5,47.736647,-116.736493,47.743202,-116.741965,109.5,1240.0,_qjbHbbogUFGD@OJo@z@k@h@CJ]b@MXK?OFOUMc@I?IB]VOVIHGTGLYBKDKLKDMCGEKAK@Qd@M|@GRCLBLC^G`@ENQ\IJSJUBQC[RMLAJe@TIAGGCUKg@OYQEUWQWMAQKMOIWKIEKQEAa@I][g@QaAGMK}@?_@U@MLEX_AxAM\MNMZKH[h@ChA_@vAITCVM`@QPKTSz@KFIJS`@WtAAv@Uf@?JIT@FDD@\QhABN
7275106,Avondale Hill Attack - Miles to 25 mph sign,0,NC,6.2,47.765904,-116.757894,47.767977,-116.755819,18.4,288.7,{gpbHzgsgUk@]aCiAs@a@_@Y@WEI_@_@QU}@eBMOYm@
9679344,Packsadle Punch,0,NC,4.8,47.747664,-116.746387,47.743949,-116.743483,48.1,999.2,{ulbH|_qgUBdCDt@NhAPdAJ`@PhADPVh@bAr@HNPLLDPVX`AAXBLJZRXVNTFV?LEHENS^_Ad@sCHYD]DKJm@@OFIDM@QDKHG?SJEh@{ANi@Nu@JkA?cDGm@GUOYXiA~AuDLa@Jo@Cc@EQ
19369080,Final Dig to Parking Lot,0,NC,-4.0,47.74144,-116.737008,47.744038,-116.743242,23.8,597.6,_okbHheogUq@dAeB`DEdA_@r@o@xAOd@UdAMZSx@K~@Q`AIv@IbCHx@C`AiA|@i@HQPYn@C\
1734028,Hayden Tri Course,0,NC,0.0,47.753675216808915,-116.75765586085618,47.75366708636284,-116.75753901712596,32.8,19102.5,m{mbHjfsgUR~BnApJ~@rIlDtXNpADnDA|H~@~`@NnEKt@Ot@QlBGbg@KxTS~@]D{CIi`@QsACaAImAF{j@I{J?kBCe\GwA@wOAiNCy`@@wYHaM@wPDcOHkP@yPHgK@eFDuD@oDKiWgAuCIm@?}ABq@Fm@JsLlDiAVq@HmB@uEIq@O_@QSHLHlAVp@DtGBr@Ir@O`MuDj@Mp@I^CfAAzK^vR|@bCF~RKrD@dMCbVI`DCdd@KnE?vQI`]AvV@|GDnJ@~d@LjUBd|@ZhB?x@GhA@nCGH[LqAFaP@aO?kZ`@}DMqAGsAE}A@[IwAK}D?ONcA@_Ai@eS@{JIqAW_CqAcKeAsH}AiMIkASiAQiBGgBa@yB
23784542,Skyglass to Lookout,0,NC,-2.2,47.745753,-116.752617,47.744986,-116.763466,55.6,2417.1,}ilbHzfrgURDJHTTR^Pb@Lf@JjAAh@Gn@YzAC\q@|CQdB@rCJjCJp@\z@R\TRf@Td@JT@`@APGf@ARCXIr@[NQb@]RWP_@PUVm@FSRmABc@@mAEy@MaAMi@Ui@kBmDSu@]sBm@iGBs@DSFOHGHCHBHHBLDvDDh@VlAVp@^l@|@hA`ArAP\Tn@d@pC\~AXzBrAvHNnA@vACz@KzASzAWrAWfA_@~@c@z@cAzAw@`A{@r@iAr@iA^u@Ng@Do@?WBIAGC
12535487,1/2 Mile Ln Grunt and Grind,0,NC,7.0,47.753095,-116.735686,47.749252,-116.732635,37.4,515.2,ywmbH`}ngUD?n@TdAJr@GXMTOTS^i@NOZg@RUXOTYh@Wh@a@r@yAJOn@g@RUnAuBVQVELGL[DS
13019617,Tottens Climb to Big Tree,2,3,11.1,47.73745,-116.754445,47.742218,-116.738559,167.8,1477.8,avjbHhrrgUIEYy@iAcBa@qBQmAGKc@m@]aAQ_@w@uAEOOsASe@m@a@QSOa@YcAQw@EcAFmA?g@Ek@GKIEc@?[CCE?[Eu@?q@BmCDiACc@?UBs@PqAAS]cAK}AAw@UwA[q@w@wAYeA[e@IQKa@EsAAE[?GCIKGSAOBQAe@D]E_@O]?]EYAQFqAAOA?CFC?G[A]GIOLKPEBCACm@BaBCIC?[RIOIs@AY@[Rm@@Q
8439013,Hayden Viewpoint to 15th,0,NC,-6.1,47.743224,-116.74261,47.747572,-116.746356,67.5,1115.6,czkbHhhpgU@Ra@Ke@TG?E@]XKR?HCTSREN@PTlAE`@]`A_AjB]nAAT@TJnABdBOjCUv@CRUv@iAfDY~Ae@zC]bAONe@Re@E_@e@IYE_AE_@K[QUWQ}@e@SOSQMYcAyGC{@B}A?QGO
1263753,English pnt to Lancaster,1,4,4.8,47.772093,-116.710855,47.787901,-116.71097,85.2,1758.1,qnqbHzajgUyCN_IH}CIkEF}CCa@@gJ?aCAoTBqLCiO@
7447281,English Point to Dodds,0,NC,1.9,47.772717,-116.710934,47.8023,-116.705523,99.9,3640.5,mrqbHjbjgUoBB_DCeCDiDA_BFGEkA?I?ID_@@e@EqADoC@_@?QKuMAcM?MLg@CY@YDkCA{AG{AF}CGyBD[BW?kDEg@@MDWEMGK}@HgBCaCBe@CcCBcAEY@m@CeA@k@Co@QgA_@aAa@{@aAaAu@e@cAG_BBsAIiBDuFMa@DSCO?G@{AAe@Fu@AEB_BAO@[Ai@HUEY?_@B[G]?mHHo@KIBu@Ck@Di@?[EqB@c@Ci@F}@Fo@EUBSCS@eAAWD}BCkAEs@BiAGaCE
7086254,hayden fast downhill,0,NC,0.6,47.802529,-116.705578,47.787152,-116.711095,52.3,2053.5,wlwbHz`igURFjA@t@?PCN@l@EJ@x@A\BPA^B^ANBXAjA@h@Cn@?VC|@Hl@?d@MNCnA?j@DpC@j@AVBV@hDGR?TBbAGT?fAKp@AlABfA?dAJtBOjAAZEn@?pAIr@HXAVFn@AjADf@?R@dAN`@@j@JHAd@Lj@Ff@T~AhBBh@^fCNdBGlHN|EAlAFf@RXPH\MF@HCl@?LAb@@
8139326,English Point Downhill - Parking Lot to Cabin Ct,0,NC,-4.9,47.787045,-116.710962,47.771956,-116.710789,83.1,1680.2,_ltbHpbjgUnPAZLfGC`C@^AhBBb@CbA@jDE`AE~AFdDExD@zBC~AB`CEtDAnAH~CGh@BjAGlAAbAMfAK
2374353,English Point Yellow Loop,0,NC,0.0,47.78753910012623,-116.71148670859527,47.78759485210638,-116.71132072764469,33.3,5021.8,aotbHxejgUWCAFRl@Fb@Rd@TnBPfAP~@Td@vAlApAz@t@~@b@|@d@t@n@b@`Dp@x@^D~@MjACjARz@J|@Gf@e@hBO|@At@Bd@I`A@|ADpAPxBUzAQj@Jh@z@Ll@B`@CnABhA[n@Yd@[|@@`@IRs@d@sDNo@v@kA\oADY?QDYP]PDTtAVb@Z?XZXv@Zd@`@f@fAOh@a@p@?hA`@VFj@j@p@xA^f@b@f@d@Z`Ae@No@HyAScBHcA^y@J?d@QXOLOLYZgAFqACmAPw@HMRQNDh@BRTRd@LLD@DRA\Ib@Hn@Px@Rz@L`@Lp@T^TLXXJVPp@d@jAn@Lp@W`@_@d@{@Hw@?q@@{AJ_BF_@Fo@Ku@c@]k@I[F_@Be@G]Ms@c@WWa@Q]Su@}@_@Yc@MoAE_@?[F[MW_@{@m@o@Ye@[]s@a@uAg@y@Im@@iBKwBQ[w@cAi@_@g@?m@H_@ZWjAm@l@o@b@_@^i@Xq@r@_B`@QEKWoAg@SQe@Ik@DQVQD]Kq@eA[c@]UWGg@E]BWJWMq@{Ag@a@YKu@_@YSQSC[L_BGm@g@{@]_@o@Io@H_@PoAA_@PWf@i@lDa@v@[JG?Ai@BUIcASi@Qs@Y[UO
7947977,E Hayden Lk: Get your momentum up,0,NC,5.7,47.791725,-116.705525,47.798092,-116.705559,40.5,710.6,giubHp`igUsS?IDU@KGaJ?IFgCCeA@
